"coreid","Iptc4xmpExt:CountryCode","Iptc4xmpExt:CountryName","Iptc4xmpExt:ProvinceState","Iptc4xmpExt:WorldRegion","ac:accessURI","ac:associatedSpecimenReference","ac:attributionLogoURL","ac:bestQualityAccessURI","ac:bestQualityFormat","ac:caption","ac:captureDevice","ac:comments","ac:digitizationDate","ac:furtherInformationURL","ac:goodQualityAccessURI","ac:hashFunction","ac:hashValue","ac:licenseLogoURL","ac:metadataCreator","ac:metadataLanguage","ac:metadataLanguageLiteral","ac:metadataProvider","ac:metadataProviderLiteral","ac:provider","ac:providerLiteral","ac:providerManagedID","ac:resourceCreationTechnique","ac:serviceExpectation","ac:subjectOrientation","ac:subjectPart","ac:subtype","ac:subtypeLiteral","ac:tag","ac:thumbnailAccessURI","ac:variant","ac:variantLiteral","dc:creator","dc:format","dc:rights","dc:type","dcterms:accessRights","dcterms:available","dcterms:created","dcterms:creator","dcterms:description","dcterms:format","dcterms:identifier","dcterms:language","dcterms:license","dcterms:modified","dcterms:publisher","dcterms:references","dcterms:rights","dcterms:rightsHolder","dcterms:source","dcterms:title","dcterms:type","dwc:basisOfRecord","dwc:catalogNumber","dwc:collectionCode","dwc:collectionID","dwc:coordinateUncertaintyInMeters","dwc:country","dwc:county","dwc:day","dwc:decimalLatitude","dwc:decimalLongitude","dwc:eventDate","dwc:family","dwc:genus","dwc:geodeticDatum","dwc:georeferencedBy","dwc:habitat","dwc:institutionCode","dwc:kingdom","dwc:locality","dwc:month","dwc:municipality","dwc:occurrenceID","dwc:occurrenceRemarks","dwc:order","dwc:otherCatalogNumbers","dwc:phylum","dwc:recordedBy","dwc:scientificName","dwc:scientificNameAuthorship","dwc:specificEpithet","dwc:startDayOfYear","dwc:stateProvince","dwc:year","exif:PixelXDimension","exif:PixelYDimension","idigbio:associatedRecordReference","idigbio:associatedRecordsetReference","idigbio:recordId","photoshop:Credit","symbiota:recordEnteredBy","xmp:CreateDate","xmp:MetadataDate","xmpRights:Owner","xmpRights:UsageTerms","xmpRights:WebStatement"
"coreid","Iptc4xmpExt:CountryCode","Iptc4xmpExt:CountryName","Iptc4xmpExt:ProvinceState","Iptc4xmpExt:WorldRegion","ac:accessURI","ac:associatedSpecimenReference","ac:attributionLogoURL","ac:bestQualityAccessURI","ac:bestQualityFormat","ac:caption","ac:captureDevice","ac:comments","ac:digitizationDate","ac:furtherInformationURL","ac:goodQualityAccessURI","ac:hashFunction","ac:hashValue","ac:licenseLogoURL","ac:metadataCreator","ac:metadataLanguage","ac:metadataLanguageLiteral","ac:metadataProvider","ac:metadataProviderLiteral","ac:provider","ac:providerLiteral","ac:providerManagedID","ac:resourceCreationTechnique","ac:serviceExpectation","ac:subjectOrientation","ac:subjectPart","ac:subtype","ac:subtypeLiteral","ac:tag","ac:thumbnailAccessURI","ac:variant","ac:variantLiteral","dc:creator","dc:format","dc:rights","dc:type","dcterms:accessRights","dcterms:available","dcterms:created","dcterms:creator","dcterms:description","dcterms:format","dcterms:identifier","dcterms:language","dcterms:license","dcterms:modified","dcterms:publisher","dcterms:references","dcterms:rights","dcterms:rightsHolder","dcterms:source","dcterms:title","dcterms:type","dwc:basisOfRecord","dwc:catalogNumber","dwc:collectionCode","dwc:collectionID","dwc:coordinateUncertaintyInMeters","dwc:country","dwc:county","dwc:day","dwc:decimalLatitude","dwc:decimalLongitude","dwc:eventDate","dwc:family","dwc:genus","dwc:geodeticDatum","dwc:georeferencedBy","dwc:habitat","dwc:institutionCode","dwc:kingdom","dwc:locality","dwc:month","dwc:municipality","dwc:occurrenceID","dwc:occurrenceRemarks","dwc:order","dwc:otherCatalogNumbers","dwc:phylum","dwc:recordedBy","dwc:scientificName","dwc:scientificNameAuthorship","dwc:specificEpithet","dwc:startDayOfYear","dwc:stateProvince","dwc:year","exif:PixelXDimension","exif:PixelYDimension","idigbio:associatedRecordReference","idigbio:associatedRecordsetReference","idigbio:recordId","photoshop:Credit","symbiota:recordEnteredBy","xmp:CreateDate","xmp:MetadataDate","xmpRights:Owner","xmpRights:UsageTerms","xmpRights:WebStatement"
"d532dab9-1e08-432e-b5e8-e4d49e6f4ec0","","","","","http://www.morphbank.net?id=821523&imgType=jpeg","","","","","","","","","http://www.morphbank.net/821523","","","","http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png","morphbank.net","","en","morphbank.net","","http://www.morphbank.net/799228","","http://www.morphbank.net/821523","","","dorsal-lateral-ventral","","","","","","","best quality","R. Robbins and S. Raredon","image/jpeg","by-nc-sa","StillImage","","2013-01-14","","","Image added","","urn:uuid:493153c1-38be-4b46-821b-d4a3c28156a5","","","2013-01-14 19:51:15.0","","","","","","image of Longurio Longurio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4256","3024","","","","","","","","","","<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license"">  <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/>  </a>"
"6c559cc0-c224-4f25-b41e-88292f8d347b","","","","","http://www.morphbank.net?id=791283&imgType=jpeg","","http://www.morphbank.net//images/userLogos/lifedesk_logo.jpg","","","","DSLR, macro lens, extension tube, LED dome light","","","http://www.morphbank.net/791283","","","","http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png","morphbank.net","","en","morphbank.net","","http://www.morphbank.net/579980","","http://www.morphbank.net/791283","Pinned","","dorsal (anterior to left)","whole organism habitus","","","whole organism habitus","","","best quality","T. Dikow","image/jpeg","by-nc-sa","StillImage","","2012-03-02","","","Image added","","urn:uuid:7341a3b3-cc46-4453-a4bb-2cd16a00c9c1","","","2012-03-02 10:07:44.0","","","","","","image of Halterorchis karooensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4032","3024","","","","T. Dikow","","","","T. Dikow","","<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license"">  <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/>  </a>"
"811567a2-4778-45d8-adea-74db76b89175","","","","","http://arctos.database.museum/media/10242599?open","","","","","","","","","http://arctos.database.museum/media/10242599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","image/jpeg","http://arctos.database.museum/media/10242599","","","2016-04-14 09:57:42.0","","","","","","","image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://creativecommons.org/publicdomain/zero/1.0/"
"adea5294-a063-4e5e-a827-de21a8cc2e5f","","","","","http://arctos.database.museum/media/10242602?open","","","","","","","","","http://arctos.database.museum/media/10242602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","image/jpeg","http://arctos.database.museum/media/10242602","","","2016-04-14 09:57:42.0","","","","","","","image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://creativecommons.org/publicdomain/zero/1.0/"
"19a89838-8ec2-4060-8da1-a6f140549fec","","","","","http://arctos.database.museum/media/10295393?open","","","","","","","","","http://arctos.database.museum/media/10295393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image/jpeg","http://arctos.database.museum/media/10295393","","","2016-04-14 09:57:42.0","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011-09-29","","","","http://creativecommons.org/publicdomain/zero/1.0/"
"19a89838-8ec2-4060-8da1-a6f140549fec","","","","","http://arctos.database.museum/media/10295394?open","","","","","","","","","http://arctos.database.museum/media/10295394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image/jpeg","http://arctos.database.museum/media/10295394","","","2016-04-14 09:57:42.0","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011-09-29","","","","http://creativecommons.org/publicdomain/zero/1.0/"
"19a89838-8ec2-4060-8da1-a6f140549fec","","","","","http://arctos.database.museum/media/10295395?open","","","","","","","","","http://arctos.database.museum/media/10295395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image/jpeg","http://arctos.database.museum/media/10295395","","","2016-04-14 09:57:42.0","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011-09-29","","","","http://creativecommons.org/publicdomain/zero/1.0/"
"19a89838-8ec2-4060-8da1-a6f140549fec","","","","","http://arctos.database.museum/media/10295396?open","","","","","","","","","http://arctos.database.museum/media/10295396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image/jpeg","http://arctos.database.museum/media/10295396","","","2016-04-14 09:57:42.0","","","","","","UAM:Ento:153326 - Botanophila rubrigena","image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011-09-29","","","","http://creativecommons.org/publicdomain/zero/1.0/"
